#sample	Num_CNVs	Num_Auto_Del	Num_Auto_Dup	Num_ChrX_Del	Num_ChrX_Dup	Len_CNVs	Len_Auto_Del	Len_Auto_Dup	Len_ChrX_Del	Len_ChrX_Dup	Chrm_aberration
cas_scz_aber_eur_A6.0*Ab_PT-22BG|WHEYS_33261648	3	2	1	0	0	191104	114296	76808	0	0	
SF_0243|SF_0243	1	0	1	0	0	114551	0	114551	0	0	
LIMNS_p_Bipolar_ED_Affy_P1_BI_SNP_G11_143204.CEL	1	1	0	0	0	153564	153564	0	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_C12_143404.CEL	8	6	2	0	0	638888	334197	304691	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1TAS|CHICO_36114287	2	1	1	0	0	238209	136633	101576	0	0	
con_scz_port_eur_A6.0*Port_PT-1PPI|SAUCY_AZ8359-10	2	1	1	0	0	282014	244015	37999	0	0	
cas_scz_port_eur_A6.0*Port_PT-1OZO|SAUCY_AZ9168-1	1	0	1	0	0	42563	0	42563	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23P5|COVET_12786469	2	2	0	0	0	166717	166717	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24EN|MUTER_33261747	2	1	1	0	0	102590	56256	46334	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1SCZ|PALEA_36112286	1	1	0	0	0	29697	29697	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NU3|NADAS_00S339	2	2	0	0	0	1845813	1845813	0	0	0	
SF_0301|SF_0301	3	1	1	0	1	261067	77836	78965	0	104266	
cas_scz_aber_eur_A6.0*Ab_PT-22PV|MAUND_8568266	1	1	0	0	0	88706	88706	0	0	0	
SF_0324|SF_0324	4	2	2	0	0	1757864	253590	1504274	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-24BJ|STILT_8936884	4	1	2	1	0	875726	57174	348684	469868	0	
SF_0755|SF_0755	1	1	0	0	0	116647	116647	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25J4|THERM_BIP18416	1	0	1	0	0	183351	0	183351	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-23DV|MAUND_33248482	2	1	0	0	1	131392	40963	0	0	90429	
p1206|p1206	2	2	0	0	0	197989	197989	0	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1S6H|STORK_36112137	3	3	0	0	0	392502	392502	0	0	0	
c891|c891	10	2	7	0	1	1399203	87082	375019	0	937102	
p1059|p1059	2	2	0	0	0	124770	124770	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-2321|TRACK_12765080	3	3	0	0	0	162510	162510	0	0	0	
cas_scz_port_eur_A6.0*Port_PT-1P1K|ANISE_AZ9265-1	10	4	5	0	1	1413224	204896	1010477	0	197851	
c990|c990	1	0	1	0	0	58409	0	58409	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NX8|LAIRS_0S2157	1	0	1	0	0	19968	0	19968	0	0	
c931|c931	2	1	1	0	0	106215	38916	67299	0	0	
SF_0678|SF_0678	1	0	1	0	0	36013	0	36013	0	0	
p55|p55	2	0	2	0	0	116142	0	116142	0	0	
p671|p671	2	2	0	0	0	195235	195235	0	0	0	
con_scz_port_eur_A6.0*Port_PT-1P94|SAUCY_AZC507-507	3	0	3	0	0	537240	0	537240	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NMX|SORGO_00S031	6	3	3	0	0	1741707	643175	1098532	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1SC1|YOKEL_36112625	1	0	1	0	0	48253	0	48253	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NXV|RYNDS_0S2180	3	1	0	0	2	348380	164393	0	0	183987	
NOT_IN_PGC_MASTER|PALEA_36113542	2	1	1	0	0	198186	103504	94682	0	0	
XENON_p_Bipolar_ED_Affy_P3_REDO_BI_SNP_C04_162104.CEL	5	4	1	0	0	555410	343315	212095	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NXB|HOBOS_0S2160	2	1	1	0	0	182044	81236	100808	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PR1|ANISE_AZ9282-5	4	2	1	1	0	280345	116409	82468	81468	0	
con_scz_port_eur_A6.0*Port_PT-1OK3|SAUCY_AZ8342-9	1	1	0	0	0	36048	36048	0	0	0	
c569|c569	1	0	1	0	0	819820	0	819820	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25J8|GENIP_BIP18328	2	0	2	0	0	112843	0	112843	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-24AY|GOUTS_12778813	4	2	2	0	0	303405	128235	175170	0	0	
p407|p407	2	0	2	0	0	762826	0	762826	0	0	
con_scz_aber_eur_A6.0*Ab_PT-241U|MAUND_33261645	4	1	3	0	0	446472	167451	279021	0	0	
con_scz_port_eur_A6.0*Port_PT-1PQ1|CONCH_AZ8378-3	1	1	0	0	0	139647	139647	0	0	0	
con_scz_port_eur_A6.0*Port_PT-1OK8|MOGGY_AZ8347-4	1	1	0	0	0	25175	25175	0	0	0	
XENON_p_Bipolar_ED_Affy_P3_REDO_BI_SNP_C03_162088.CEL	5	4	1	0	0	835843	742264	93579	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PGS|MOGGY_AZE194-3	3	1	2	0	0	911445	64379	847066	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PK4|MOGGY_AZ9039-3	2	2	0	0	0	123513	123513	0	0	0	
NOT_IN_PGC_MASTER|SODIC_36112482	1	0	1	0	0	82390	0	82390	0	0	
c786|c786	3	2	1	0	0	255585	133529	122056	0	0	
LIMNS_p_Bipolar_ED_Affy_P1_BI_SNP_A05_143096.CEL	2	2	0	0	0	143115	143115	0	0	0	
p775|p775	2	0	2	0	0	277164	0	277164	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NSF|RYNDS_00S264	2	0	2	0	0	385770	0	385770	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1S1A|YOKEL_36113652	2	0	2	0	0	277498	0	277498	0	0	
p752|p752	5	0	5	0	0	354855	0	354855	0	0	
c758|c758	3	2	1	0	0	375035	168995	206040	0	0	
con_scz_aber_eur_A6.0*Ab_PT-248N|DRECK_33262474	5	2	3	0	0	629308	265395	363913	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-238H|WHEYS_12764528	3	3	0	0	0	398508	398508	0	0	0	
c564|c564	5	3	2	0	0	1781256	231691	1549565	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23N9|GENIP_20274154	2	2	0	0	0	85068	85068	0	0	0	
SF_1077|SF_1077	1	0	0	1	0	132320	0	0	132320	0	
cas_scz_aber_eur_A6.0*Ab_PT-22Q5|STILT_8568278	3	0	3	0	0	463596	0	463596	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-24AQ|ADDER_12778820	2	0	2	0	0	155204	0	155204	0	0	
con_scz_port_eur_A6.0*Port_PT-1OIT|SAUCY_AZ8298-15	1	0	1	0	0	53360	0	53360	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1TAW|YOKEL_36112728	1	1	0	0	0	25123	25123	0	0	0	
c743|c743	1	1	0	0	0	32941	32941	0	0	0	
c913|c913	4	2	2	0	0	284303	85426	198877	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25J6|ADDER_BIP19457	2	1	1	0	0	673450	252117	421333	0	0	
SF_0791|SF_0791	2	1	1	0	0	85335	31723	53612	0	0	
c895|c895	1	0	1	0	0	85059	0	85059	0	0	
TEPEE_p_Bipolar_ED_Affy_P4_BI_SNP_H06_143516.CEL	7	2	5	0	0	891221	167813	723408	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-2323|UNMAN_12765101	1	1	0	0	0	642042	642042	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22WT|BOURG_388	1	0	1	0	0	301918	0	301918	0	0	
SF_0341|SF_0341	5	0	3	2	0	735915	0	621269	114646	0	
cas_scz_aber_eur_A6.0*Ab_PT-22G2|BOURG_33262467	2	1	1	0	0	149315	102217	47098	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22L6|BOURG_8568210	1	1	0	0	0	44185	44185	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22AR|UNMAN_33262235	2	2	0	0	0	588547	588547	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-241O|TRACK_33261672	3	2	1	0	0	878406	573126	305280	0	0	
SF_0998|SF_0998	5	2	3	0	0	1116557	468028	648529	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PGF|COAST_AZE172-3	5	2	2	0	1	308198	81468	120793	0	105937	
SF_0812|SF_0812	1	1	0	0	0	47314	47314	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NRE|SORGO_00S224	1	1	0	0	0	147012	147012	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-23CR|STILT_12764431	1	1	0	0	0	23773	23773	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25BN|GOUTS_BIP19502	2	2	0	0	0	29568	29568	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NRZ|RYNDS_00S248	1	0	0	0	1	48041	0	0	0	48041	
cas_scz_aber_eur_A6.0*Ab_PT-22JZ|HERBS_33261950	4	2	2	0	0	810671	645056	165615	0	0	
p816|p816	2	1	1	0	0	199294	40245	159049	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22EV|TRACK_33262491	2	2	0	0	0	180803	180803	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24QS|WATAP_BIP19465	3	1	2	0	0	291802	198007	93795	0	0	
SF_0604|SF_0604	2	1	0	1	0	117219	55120	0	62099	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_G11_143396.CEL	4	2	2	0	0	261407	130557	130850	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23PI|COVET_12816901	6	1	5	0	0	1164136	118080	1046056	0	0	
SF_0116|SF_0116	1	0	1	0	0	71726	0	71726	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23E8|DRECK_20273821	1	1	0	0	0	17882	17882	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23IX|ADDER_10139270	1	1	0	0	0	33416	33416	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-246V|WATAP_33261732	1	0	1	0	0	149320	0	149320	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NSH|LAIRS_00S266	2	1	1	0	0	239822	194305	45517	0	0	
SF_0012|SF_0012	1	0	1	0	0	15474	0	15474	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1TBE|STORK_36113021	3	0	1	0	2	248991	0	133024	0	115967	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_B08_143338.CEL	7	5	2	0	0	882026	800416	81610	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25IL|BOURG_BIP18323	4	4	0	0	0	556920	556920	0	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1S6L|YOKEL_36112305	1	1	0	0	0	34740	34740	0	0	0	
con_scz_port_eur_A6.0*Port_PT-1OI3|ANISE_AZ8270-7	2	1	1	0	0	224604	98177	126427	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NWG|REBID_0S2130	2	2	0	0	0	274492	274492	0	0	0	
p615|p615	4	1	3	0	0	2421268	88115	2333153	0	0	
con_scz_aber_eur_A6.0*Ab_PT-248P|WATAP_33261745	2	0	2	0	0	1439507	0	1439507	0	0	
con_scz_port_eur_A6.0*Port_PT-1P7Y|MOGGY_AZ8432-3	4	4	0	0	0	373495	373495	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NTR|HOBOS_00S327	3	1	1	0	1	109044	37012	43784	0	28248	
TEPEE_p_Bipolar_ED_Affy_P4_BI_SNP_H01_143436.CEL	2	1	1	0	0	320015	122776	197239	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23IO|GENIP_10139317	1	1	0	0	0	220756	220756	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23JG|BOURG_10139272	1	0	1	0	0	72227	0	72227	0	0	
XENON_p_Bipolar_ED_Affy_P3_REDO_BI_SNP_C02_162072.CEL	7	3	4	0	0	1180354	480805	699549	0	0	
LIMNS_p_Bipolar_ED_Affy_P1_BI_SNP_B04_143082.CEL	2	1	1	0	0	552929	499569	53360	0	0	
TEPEE_p_Bipolar_ED_Affy_P4_BI_SNP_C02_143442.CEL	2	0	2	0	0	202229	0	202229	0	0	
con_scz_aber_eur_A6.0*Ab_PT-2468|STILT_33262608	5	2	2	1	0	976606	708231	186907	81468	0	
p791|p791	4	2	2	0	0	798503	69813	728690	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23IV|COVET_20273798	2	2	0	0	0	223699	223699	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NQO|LAIRS_00S169	2	0	1	0	1	393737	0	374432	0	19305	
con_scz_aber_eur_A6.0*Ab_PT-25JU|GENIP_BIP18436	2	1	1	0	0	483065	133830	349235	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1TC2|PALEA_36112319	1	1	0	0	0	75555	75555	0	0	0	
SF_0714|SF_0714	3	1	2	0	0	82650	21944	60706	0	0	
SF_0987|SF_0987	3	0	3	0	0	416978	0	416978	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-23DE|GENIP_12764440	1	0	1	0	0	85583	0	85583	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1S1W|YOKEL_36112249	1	1	0	0	0	95630	95630	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-24CF|HERBS_8643193	1	1	0	0	0	65939	65939	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1O1C|NADAS_0S2267	1	0	1	0	0	363903	0	363903	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NV7|RYNDS_00S986	2	2	0	0	0	366296	366296	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24SF|STILT_BIP18452	1	0	1	0	0	31120	0	31120	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25CO|HERBS_BIP18389	1	1	0	0	0	197171	197171	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-24B9|WATAP_12778828	2	1	1	0	0	93839	56886	36953	0	0	
cas_scz_port_eur_A6.0*Port_PT-1OD7|MINOR_AZE192-3	3	0	1	0	2	208929	0	14917	0	194012	
cas_scz_swe1_eur_A5.0*Sw1_PT-1TCZ|STORK_36112785	7	3	1	0	3	2004265	426776	1228159	0	349330	
con_scz_aber_eur_A6.0*Ab_PT-23NN|GOUTS_20271905	1	0	1	0	0	103638	0	103638	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-229U|WATAP_12815883	4	2	2	0	0	2455120	2333480	121640	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1S64|STORK_36112257	2	2	0	0	0	94548	94548	0	0	0	
p1325|p1325	3	1	2	0	0	343174	167954	175220	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PCC|AWING_AZE105-3	1	0	1	0	0	92325	0	92325	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1O24|LAIRS_0S2294	2	0	2	0	0	82304	0	82304	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NM6|SORGO_00S002	2	1	1	0	0	161418	28365	133053	0	0	
SF_0677|SF_0677	1	0	1	0	0	47481	0	47481	0	0	
cas_scz_port_eur_A6.0*Port_PT-1OFZ|MINOR_AZ9148-1	3	2	1	0	0	376026	156246	219780	0	0	
c1013|c1013	1	0	1	0	0	143131	0	143131	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1TC1|SODIC_36112651	3	2	1	0	0	244526	179432	65094	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23IY|WHEYS_12778802	2	0	1	0	1	62970	0	42484	0	20486	
c945|c945	2	0	2	0	0	202066	0	202066	0	0	
SF_0105|SF_0105	2	0	2	0	0	919509	0	919509	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22KY|BOURG_12566438	4	1	3	0	0	1332036	57430	1274606	0	0	
SF_0734|SF_0734	3	2	1	0	0	495976	67766	428210	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NTS|SORGO_00S329	1	0	1	0	0	60925	0	60925	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23IN|TRACK_12778764	2	2	0	0	0	262222	262222	0	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PGK|MOGGY_AZE179-3	1	0	1	0	0	29145	0	29145	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23OM|WATAP_12769553	2	0	1	0	1	173825	0	69559	0	104266	
cas_scz_aber_eur_A6.0*Ab_PT-22UT|BOURG_8567872	3	2	0	0	1	401430	367533	0	0	33897	
p443|p443	2	0	2	0	0	440655	0	440655	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22GP|GENIP_33262407	1	0	1	0	0	137966	0	137966	0	0	
p429|p429	2	1	1	0	0	737571	58075	679496	0	0	
p859|p859	3	0	3	0	0	1209857	0	1209857	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_B05_143290.CEL	3	1	1	1	0	250709	111039	39858	99812	0	
con_scz_aber_eur_A6.0*Ab_PT-247V|MAUND_33262319	1	1	0	0	0	36923	36923	0	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1S7P|YOKEL_36112236	1	0	1	0	0	28197	0	28197	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NTG|SORGO_00S310	1	0	1	0	0	87401	0	87401	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22GL|WHEYS_33262414	2	1	1	0	0	120411	82565	37846	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25BP|HERBS_BIP18536	3	3	0	0	0	205168	205168	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NMN|SORGO_00S021	4	2	2	0	0	850861	105191	745670	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-24B5|BOURG_12778838	3	1	2	0	0	423086	87714	335372	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NOS|RYNDS_00S097	2	2	0	0	0	54256	54256	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-236U|STILT_12765041	4	2	2	0	0	581315	359880	221435	0	0	
con_scz_aber_eur_A6.0*Ab_PT-246J|MAUND_33262588	2	2	0	0	0	209690	209690	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-2382|TRACK_12763898	1	1	0	0	0	290980	290980	0	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_B06_143306.CEL	2	2	0	0	0	93449	93449	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24F3|GOUTS_33261717	2	0	2	0	0	73776	0	73776	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1S88|SODIC_36113195	3	2	0	0	1	430648	334639	0	0	96009	
SF_0316|SF_0316	3	3	0	0	0	1776629	1776629	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24T5|HERBS_BIP18367	2	1	0	0	1	113010	21937	0	0	91073	
cas_scz_aber_eur_A6.0*Ab_PT-22RB|GENIP_8567850	2	1	1	0	0	160020	35252	124768	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1S1D|SODIC_36112849	1	0	1	0	0	32277	0	32277	0	0	
SF_0832|SF_0832	2	2	0	0	0	272223	272223	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23WN|BLOCK_33262252	1	1	0	0	0	216133	216133	0	0	0	
SF_0377|SF_0377	3	1	1	1	0	480748	115841	319675	45232	0	
con_scz_port_eur_A6.0*Port_PT-1OJN|ANISE_AZ8327-16	3	1	2	0	0	330592	86688	243904	0	0	
con_scz_port_eur_A6.0*Port_PT-1P76|AWING_AZ8404-4	1	1	0	0	0	28149	28149	0	0	0	
SF_0298|SF_0298	4	1	3	0	0	931505	414336	517169	0	0	
SF_1108|SF_1108	1	0	0	1	0	38540	0	0	38540	0	
TEPEE_p_Bipolar_ED_Affy_P4_BI_SNP_C04_143474.CEL	3	2	1	0	0	313503	264603	48900	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23IP|STILT_12778798	4	2	1	0	1	237723	54780	67164	0	115779	
cas_scz_aber_eur_A6.0*Ab_PT-22GV|MAUND_33261718	2	1	1	0	0	401258	11544	389714	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24EX|WHEYS_33262482	3	0	3	0	0	201563	0	201563	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NQX|LAIRS_00S207	1	0	1	0	0	95592	0	95592	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22A4|BOURG_12574600	3	1	2	0	0	438027	98653	339374	0	0	
SF_0602|SF_0602	1	1	0	0	0	897860	897860	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22W6|GOUTS_111	2	0	1	0	1	109031	0	60445	0	48586	
p321|p321	2	1	1	0	0	132491	46179	86312	0	0	
con_scz_port_eur_A6.0*Port_PT-1P8D|CONCH_AZ8446-17	3	0	3	0	0	211689	0	211689	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23NL|COVET_8917377	1	1	0	0	0	82152	82152	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1O3T|SORGO_F020-01	4	2	2	0	0	265259	136897	128362	0	0	
p120|p120	1	1	0	0	0	35661	35661	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NSY|NADAS_00S283	4	1	3	0	0	212064	45342	166722	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_E09_143360.CEL	2	2	0	0	0	397439	397439	0	0	0	
c908|c908	4	3	1	0	0	292353	185666	106687	0	0	
c784|c784	4	3	1	0	0	121693	110105	11588	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-23DJ|UNMAN_12764453	1	0	0	0	1	65175	0	0	0	65175	
cas_scz_aber_eur_A6.0*Ab_PT-228Z|STILT_16825023	1	0	1	0	0	1245223	0	1245223	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_H04_143286.CEL	2	1	1	0	0	147124	112024	35100	0	0	
SF_0680|SF_0680	1	0	0	1	0	38425	0	0	38425	0	
p1335|p1335	2	0	2	0	0	2303621	0	2303621	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-2299|DRECK_8643253	2	1	1	0	0	184911	64379	120532	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-233B|STILT_12763947	2	0	2	0	0	431764	0	431764	0	0	
c622|c622	2	1	1	0	0	77086	46625	30461	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_G06_143316.CEL	2	1	0	0	1	491728	240373	0	0	251355	
SF_0887|SF_0887	3	3	0	0	0	215711	215711	0	0	0	
p1|p1	2	1	1	0	0	258752	58744	200008	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1SD5|YOKEL_36114214	2	1	0	0	1	345992	63178	0	0	282814	
con_scz_port_eur_A6.0*Port_PT-1PPY|AWING_AZ8376-6	3	1	2	0	0	147574	23070	124504	0	0	
p480|p480	4	0	3	0	1	913985	0	160356	0	753629	
cas_scz_uclo_eur_A6.0*UCL_PT-1NOE|LAIRS_00S083	1	0	1	0	0	207163	0	207163	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22LU|HERBS_8568234	2	2	0	0	0	119221	119221	0	0	0	
c890|c890	3	1	2	0	0	171589	12856	158733	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-24BD|TRACK_12778824	1	1	0	0	0	121969	121969	0	0	0	
SF_0889|SF_0889	9	3	6	0	0	1958393	298860	1659533	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24SR|COVET_BIP18316	3	0	2	1	0	322019	0	143462	178557	0	
cas_scz_aber_eur_A6.0*Ab_PT-22AN|THERM_33262064	3	0	3	0	0	196381	0	196381	0	0	
con_scz_port_eur_A6.0*Port_PT-1P7U|ANISE_AZ8428-3	1	1	0	0	0	91527	91527	0	0	0	
SF_0576|SF_0576	4	3	1	0	0	258361	235117	23244	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NVU|LAIRS_0S2109	2	0	1	0	1	82280	0	61299	0	20981	
con_scz_port_eur_A6.0*Port_PT-1OHQ|SAUCY_AZ8257-8	3	0	3	0	0	265814	0	265814	0	0	
SF_0713|SF_0713	4	1	1	2	0	304590	76458	131741	96391	0	
cas_scz_aber_eur_A6.0*Ab_PT-232B|HERBS_12765095	2	2	0	0	0	174816	174816	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22MG|GENIP_8568241	4	3	1	0	0	827577	165575	662002	0	0	
con_scz_port_eur_A6.0*Port_PT-1P8Z|ANISE_AZC503-503	2	0	0	0	2	207650	0	0	0	207650	
c915|c915	1	1	0	0	0	189915	189915	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23EU|MAUND_20274184	3	0	2	0	1	216282	0	125853	0	90429	
con_scz_aber_eur_A6.0*Ab_PT-24RL|GOUTS_BIP18475	2	2	0	0	0	111700	111700	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23ZU|MUTER_33262033	1	0	0	0	1	310760	0	0	0	310760	
con_scz_aber_eur_A6.0*Ab_PT-25JV|MAUND_BIP18493	3	2	1	0	0	1087686	337606	750080	0	0	
c592|c592	3	1	1	1	0	190716	36546	109077	45093	0	
con_scz_aber_eur_A6.0*Ab_PT-25IR|UNMAN_BIP18497	2	2	0	0	0	133181	133181	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NQK|LAIRS_00S165	2	2	0	0	0	168952	168952	0	0	0	
con_scz_port_eur_A6.0*Port_PT-1OIS|SAUCY_AZ8297-16	1	1	0	0	0	97211	97211	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-2372|COVET_12765053	1	1	0	0	0	135764	135764	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22KZ|MAUND_8578988	1	0	1	0	0	135608	0	135608	0	0	
c937|c937	7	4	3	0	0	1103094	321118	781976	0	0	
SF_1074|SF_1074	5	1	2	2	0	425473	183287	170910	71276	0	
con_scz_aber_eur_A6.0*Ab_PT-23WQ|MAUND_33262241	3	2	1	0	0	462632	293203	169429	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1S2V|PALEA_36113293	6	2	4	0	0	1026421	137277	889144	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23ON|UNMAN_12766202	1	1	0	0	0	66519	66519	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-247U|BLOCK_33262321	1	0	1	0	0	37401	0	37401	0	0	
SF_0693|SF_0693	1	1	0	0	0	62453	62453	0	0	0	
c629|c629	2	1	1	0	0	259196	57651	201545	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PBK|SAUCY_AZE014-3	2	0	2	0	0	125865	0	125865	0	0	
SF_0356|SF_0356	1	0	1	0	0	35136	0	35136	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_E12_143408.CEL	3	0	3	0	0	446289	0	446289	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NM8|SORGO_00S004	1	1	0	0	0	69129	69129	0	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1RVR|CHICO_36113307	1	0	1	0	0	78467	0	78467	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22BF|ADDER_33248141	1	0	1	0	0	1085216	0	1085216	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1RVD|PALEA_36114280	2	0	2	0	0	422344	0	422344	0	0	
LIMNS_p_Bipolar_ED_Affy_P1_BI_SNP_G08_143156.CEL	3	2	1	0	0	221508	150324	71184	0	0	
p1068a|p1068a	6	4	0	1	1	949169	245174	0	85717	618278	
